accuracy,loss,val_accuracy,val_loss,learning_rate
0.06312849372625351,3.3706939220428467,0.038525961339473724,3.392007827758789,0.0010000000474974513
0.10223463922739029,3.1874728202819824,0.04690117388963699,3.442173957824707,0.0010000000474974513
0.15586592257022858,3.0141372680664062,0.055276382714509964,3.6544814109802246,0.0010000000474974513
0.17653630673885345,2.8897595405578613,0.08877722173929214,3.3870153427124023,0.0010000000474974513
0.22458100318908691,2.747730255126953,0.10050251334905624,3.2654454708099365,0.0010000000474974513
0.2296089380979538,2.655787944793701,0.06532663106918335,3.625739812850952,0.0010000000474974513
0.2530726194381714,2.577010154724121,0.13400335609912872,3.2542974948883057,0.0010000000474974513
0.2715083658695221,2.4947288036346436,0.19430485367774963,2.8704442977905273,0.0010000000474974513
0.2949720621109009,2.4282729625701904,0.1306532621383667,3.4645440578460693,0.0010000000474974513
0.3022346496582031,2.390202283859253,0.17252930998802185,2.9869792461395264,0.0010000000474974513
0.32346367835998535,2.295935869216919,0.26800671219825745,2.4493727684020996,0.0010000000474974513
0.3441340923309326,2.220972776412964,0.2378559410572052,2.9014971256256104,0.0010000000474974513
0.3558659255504608,2.187948226928711,0.23450586199760437,2.803809404373169,0.0010000000474974513
0.3636871576309204,2.1568686962127686,0.23618090152740479,2.793093681335449,0.0010000000474974513
0.38659217953681946,2.115872621536255,0.16917923092842102,3.0805327892303467,0.0010000000474974513
0.4223463833332062,2.0089800357818604,0.33835846185684204,2.4099173545837402,0.0010000000474974513
0.42458099126815796,1.9777460098266602,0.35008373856544495,2.294435739517212,0.0010000000474974513
0.42960894107818604,1.9121745824813843,0.3182579576969147,2.431766986846924,0.0010000000474974513
0.455307275056839,1.8697952032089233,0.3685092031955719,2.277543783187866,0.0010000000474974513
0.4502793252468109,1.8761311769485474,0.22278057038784027,2.8936147689819336,0.0010000000474974513
0.47039106488227844,1.7758551836013794,0.383584588766098,2.210181713104248,0.0010000000474974513
0.4670391082763672,1.7868082523345947,0.32830819487571716,2.3349058628082275,0.0010000000474974513
0.4715083837509155,1.7560080289840698,0.35343384742736816,2.2803282737731934,0.0010000000474974513
0.4787709414958954,1.7218034267425537,0.356783926486969,2.2307252883911133,0.0010000000474974513
0.49553072452545166,1.6526198387145996,0.24120603501796722,2.9542500972747803,0.0010000000474974513
0.5234636664390564,1.6327695846557617,0.4137353301048279,2.0914723873138428,0.0010000000474974513
0.5318436026573181,1.587071418762207,0.2010050266981125,3.4570987224578857,0.0010000000474974513
0.5234636664390564,1.5923205614089966,0.3433835804462433,2.33687686920166,0.0010000000474974513
