accuracy,loss,val_accuracy,val_loss,learning_rate
0.06145251542329788,3.979724407196045,0.05862646549940109,3.657292366027832,0.0010000000474974513
0.0826815664768219,3.597639322280884,0.12897822260856628,3.1884615421295166,0.0010000000474974513
0.10000000149011612,3.3868014812469482,0.14572864770889282,3.0542616844177246,0.0010000000474974513
0.11117318272590637,3.2901954650878906,0.1675041913986206,2.981825113296509,0.0010000000474974513
0.12793296575546265,3.169961452484131,0.1675041913986206,2.928992748260498,0.0010000000474974513
0.1497206687927246,3.064009189605713,0.19597989320755005,2.8367509841918945,0.0010000000474974513
0.1653631329536438,2.9841408729553223,0.22110553085803986,2.7639315128326416,0.0010000000474974513
0.16592179238796234,2.9840714931488037,0.18592964112758636,2.874647855758667,0.0010000000474974513
0.16480447351932526,2.907762050628662,0.19597989320755005,2.8177123069763184,0.0010000000474974513
0.1575419008731842,2.9120306968688965,0.24120603501796722,2.716207265853882,0.0010000000474974513
0.18324021995067596,2.8406569957733154,0.22110553085803986,2.6706666946411133,0.0010000000474974513
0.20000000298023224,2.7592978477478027,0.25460636615753174,2.5865204334259033,0.0010000000474974513
0.21620111167430878,2.717998743057251,0.29313233494758606,2.5505919456481934,0.0010000000474974513
0.22402234375476837,2.668044328689575,0.259631484746933,2.5711236000061035,0.0010000000474974513
0.2530726194381714,2.599001407623291,0.28140702843666077,2.5391018390655518,0.0010000000474974513
0.23687151074409485,2.6380515098571777,0.2830820679664612,2.466355800628662,0.0010000000474974513
0.23128491640090942,2.588395357131958,0.24455611407756805,2.584962844848633,0.0010000000474974513
0.26592180132865906,2.5202085971832275,0.2981574535369873,2.4631567001342773,0.0010000000474974513
0.26312848925590515,2.546830654144287,0.2763819098472595,2.468289613723755,0.0010000000474974513
0.2597765326499939,2.4866831302642822,0.29145729541778564,2.445007562637329,0.0010000000474974513
0.26201117038726807,2.494692802429199,0.27805694937705994,2.469482421875,0.0010000000474974513
